,question_id,semantic_str,image_id,answer,op_select,op_query,op_filter,op_relate,op_verify,op_choose,op_exist,op_or,op_different,op_and,op_same,op_common,skipped,model_response,correct,timeout,runtime_sec,answer_similarity,answer_sanitized,is_antonym
9328,202107824,"select: hat (73)->relate: person,wearing,s (10) [0]->query: name [1]",n133585,boy,1,1,0,1,0,0,0,0,0,0,0,0,False,boy,True,False,0.7714121341705322,1.0,boy,False
9329,201536299,select: person (0)->filter pose: standing [0]->query: name [1],n538684,batter,1,1,1,0,0,0,0,0,0,0,0,0,False,catcher,False,False,0.3710458278656006,0.47446495294570923,batter,False
9331,20183008,select: purse (5)->query: hposition [0],n151768,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3301572799682617,0.9999998807907104,left,False
9333,202246676,select: furniture (7)->query: name [0],n310828,computer desk,1,1,0,0,0,0,0,0,0,0,0,0,False,desk,False,False,0.33530187606811523,0.7656562328338623,computer_desk,False
9336,20245815,select: fence (15)->filter material: metal [0]->choose color: black|green [1],n489190,black,1,0,1,0,0,1,0,0,0,0,0,0,False,black,True,False,0.3599734306335449,1.0,black,False
9338,201143250,"select: table (6)->relate: furniture,underneath,s (0) [0]->query: name [1]",n276011,chairs,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7671427726745605,0.43549588322639465,chair,False
9339,201047496,select: clothing (5)->filter cleanliness: not(clean) [0]->query: name [1],n234683,dress shirt,1,1,1,0,0,0,0,0,0,0,0,0,False,suit,False,False,0.35376977920532227,0.43696504831314087,dress_shirt,False
9341,202246679,select: furniture (7)->filter color: white [0]->query: name [1],n310828,computer desk,1,1,1,0,0,0,0,0,0,0,0,0,False,desk,False,False,0.3732137680053711,0.7656562328338623,computer_desk,False
9342,20479982,select: furniture (10)->filter shape: square [0]->query: name [1],n520071,desk,1,1,1,0,0,0,0,0,0,0,0,0,False,bookshelf,False,False,0.3526301383972168,0.5920411348342896,desk,False
9343,201407163,select: fence (13)->query: color [0],n282607,black,1,1,0,0,0,0,0,0,0,0,0,0,False,khaki,False,False,0.3699495792388916,0.4684799909591675,black,False
9344,20479987,select: furniture (0)->filter shape: not(square) [0]->query: name [1],n520071,bookcase,1,1,1,0,0,0,0,0,0,0,0,0,False,bookshelf,False,False,0.3551905155181885,0.8818353414535522,bookcase,False
9345,201056263,"select: ball (0)->relate: soccer player,kicking,s (6) [0]->relate: person,watching,s (8) [1]->query: name [2]",n259002,spectator,1,1,0,2,0,0,0,0,0,0,0,0,False,boy,False,False,1.378040075302124,0.17421036958694458,spectator,False
9347,201497793,"select: cd (11)->relate: device,to the left of,s (10) [0]->query: name [1]",n315887,speaker,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.8821048736572266,0.3798195719718933,speaker,False
9348,20827005,"select: cupboard (11)->relate: _,in front of,o (17) [0]->query: name [1]",n283587,staircase,1,1,0,1,0,0,0,0,0,0,0,0,False,kitchen_towel,False,False,3.7032268047332764,0.2595723569393158,staircase,False
9349,202059921,"select: wall (19)->relate: tree,in front of,s (7) [0]->relate: furniture,same color,_ (13) [1]->query: name [2]",n14087,couch,1,1,0,2,0,0,0,0,0,0,0,0,False,couch,True,False,1.4522407054901123,1.0000001192092896,couch,False
9354,201947707,"select: she (0)->relate: _,using,o (1) [0]->query: name [1]",n473688,toothbrush,1,1,0,1,0,0,0,0,0,0,0,0,False,bracelet,False,False,2.180609703063965,0.34336528182029724,toothbrush,False
9355,20226381,"select: ceiling (9)->filter color: white [0]->relate: furniture,same material,_ (13) [1]->query: name [2]",n68769,chair,1,1,1,1,0,0,0,0,0,0,0,0,False,chair,True,False,0.7767629623413086,1.000000238418579,chair,False
9356,20226380,"select: chair (13)->select: ceiling (9) ->common:  [0, 1]",n68769,material,2,0,0,0,0,0,0,0,0,0,0,1,False,room,False,True,10.950471639633179,0.2559088468551636,material,False
9357,201676409,"select: table (4)->relate: person,sitting in front of,s (2) [0]->filter face expression: happy [1]->relate: _,under,s (5) [2]->query: name [3]",n233607,rug,1,1,1,2,0,0,0,0,0,0,0,0,False,UNSAT,False,False,4.086003303527832,0.0,rug,False
9359,20340560,"select: patio (0)->relate: furniture,sitting on,s (5) [0]->query: name [1]",n513100,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7500078678131104,0.43549588322639465,chair,False
9361,20340562,"select: table (7)->relate: chair,below,s (5) [0]->filter color: white [1]->relate: _,sitting on,o (0) [2]->query: name [3]",n513100,patio,1,1,1,2,0,0,0,0,0,0,0,0,False,dining_table,False,False,4.13522744178772,0.4355282485485077,patio,False
9362,20550286,"select: grass (2)->relate: _,on,s (1) [0]->query: name [1]",n579928,van,1,1,0,1,0,0,0,0,0,0,0,0,False,horse,False,False,2.704881191253662,0.276444673538208,van,False
9364,20550285,"select: grass (2)->filter height: not(tall) [0]->relate: _,on,s (1) [1]->query: name [2]",n579928,van,1,1,1,1,0,0,0,0,0,0,0,0,False,horse,False,False,2.836360454559326,0.276444673538208,van,False
9365,20340568,"select: table (7)->relate: _,underneath,s (5) [0]->query: name [1]",n513100,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,1.976595163345337,0.43549588322639465,chair,False
9366,20340569,"select: table (7)->relate: furniture,underneath,s (5) [0]->query: name [1]",n513100,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7143888473510742,0.43549588322639465,chair,False
9367,20550289,"select: grass (2)->relate: vehicle,on,s (1) [0]->query: name [1]",n579928,van,1,1,0,1,0,0,0,0,0,0,0,0,False,ambulance,False,False,0.7880110740661621,0.4109078049659729,van,False
9375,20416535,"select: table (2)->relate: cooking utensil,above,s (16) [0]->query: name [1]",n234722,pan,1,1,0,1,0,0,0,0,0,0,0,0,False,pizza_cutter,False,False,0.8016836643218994,0.3427330553531647,pan,False
9376,20865442,"select: cow (2)->relate: cow,to the right of,s (1) [0]->choose size: large|little [1]",n143935,large,1,0,0,1,0,1,0,0,0,0,0,0,False,little,False,False,0.40055203437805176,0.2769447863101959,large,True
9377,202101076,"select: lamp (8)->relate: skateboarder,to the right of,s (1) [0]->relate: _,wearing,o (16) [1]->query: name [2]",n472825,jeans,1,1,0,2,0,0,0,0,0,0,0,0,False,traffic_light,False,False,6.4142656326293945,0.12209988385438919,jeans,False
9378,202218694,select: window (14)->choose: closed|open [0],n578564,closed,1,0,0,0,0,1,0,0,0,0,0,0,False,closed,True,False,0.3438115119934082,1.000000238418579,closed,False
9380,20902486,select: poster (10)->filter shape: rectangular [0]->query: color [1],n411121,green,1,1,1,0,0,0,0,0,0,0,0,0,False,green,True,False,0.37705111503601074,1.0000001192092896,green,False
9381,20491807,"select: water (4)->relate: bird,flying above,s (0) [0]->query: color [1]",n335542,white,1,1,0,1,0,0,0,0,0,0,0,0,False,silver,False,False,0.9192905426025391,0.5075634717941284,white,False
9382,202101079,"select: skateboard (5)->relate: person,riding on,s (1) [0]->query: name [1]",n472825,skateboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,skateboarder,True,False,0.7366025447845459,1.0000001192092896,skateboarder,False
9383,20361321,"select: goggles (3)->relate: person,wearing,s (2) [0]->query: name [1]",n352479,snowboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7490990161895752,0.2812540829181671,snowboarder,False
9384,20794082,"select: plate (2)->select: stone (10) ->common:  [0, 1]",n278453,color,2,0,0,0,0,0,0,0,0,0,0,1,False,UNSAT,False,False,0.7413272857666016,0.0,color,False
9385,2076573,"select: man (17)->relate: _,bigger than,s (12) [0]->query: name [1]",n214497,entrance,1,1,0,1,0,0,0,0,0,0,0,0,False,car,False,False,3.785794258117676,0.2864322066307068,entrance,False
9386,2076574,"select: entrance (12)->filter material: stone [0]->relate: person,bigger than,o (17) [1]->query: name [2]",n214497,man,1,1,1,1,0,0,0,0,0,0,0,0,False,person,False,False,0.8711705207824707,0.26461827754974365,man,False
9387,2076576,"select: entrance (12)->select: man (17) ->choose bigger:  [0, 1]",n214497,entrance,2,0,0,0,0,1,0,0,0,0,0,0,False,entrance,True,False,0.6688058376312256,1.0000003576278687,entrance,False
9388,202285475,"select: plate (0)->relate: waffles,on top of,s (5) [0]->query: size [1]",n100991,small,1,1,0,1,0,0,0,0,0,0,0,0,False,huge,False,False,0.8215973377227783,0.5152013897895813,small,False
9389,20210831,"select: fork (1)->select: knife (0) ->common:  [0, 1]",n312206,material,2,0,0,0,0,0,0,0,0,0,0,1,False,color,False,True,10.947916030883789,0.38500428199768066,material,False
9390,20797736,"select: tree (9)->relate: man,in front of,s (8) [0]->relate: animal,in front of,s (4) [1]->query: name [2]",n16656,cat,1,1,0,2,0,0,0,0,0,0,0,0,False,UNSAT,False,False,1.0000967979431152,0.0,cat,False
9391,201639403,"select: field (19)->relate: plant,growing in,s (20) [0]->relate: animal,behind,s (5) [1]->query: name [2]",n497789,zebras,1,1,0,2,0,0,0,0,0,0,0,0,False,zebra,True,False,1.3443553447723389,1.0,zebra,False
9392,202231508,"select: tree (3)->filter: not(short) [0]->relate: person,standing beside,s (6) [1]->query: name [2]",n79078,man,1,1,1,1,0,0,0,0,0,0,0,0,False,man,True,False,0.8835768699645996,1.0000001192092896,man,False
9393,20381632,"select: plant (10)->relate: _,under,s (9) [0]->query: name [1]",n398257,flower pot,1,1,0,1,0,0,0,0,0,0,0,0,False,picture_frame,False,False,3.3006105422973633,0.44600510597229004,flower_pot,False
9394,20381630,select: flower pot (9)->choose: full|empty [0],n398257,full,1,0,0,0,0,1,0,0,0,0,0,0,False,full,True,False,0.34108757972717285,1.0000001192092896,full,False
9395,202120233,select: door (4)->query: material [0],n500308,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,wood,True,False,0.33981871604919434,1.0,wood,False
9396,202231503,"select: man (6)->relate: sign,standing beside,o (1) [0]->query: name [1]",n79078,stop sign,1,1,0,1,0,0,0,0,0,0,0,0,False,stop_sign,True,False,0.8735964298248291,0.9999998807907104,stop_sign,False
9397,202231501,"select: man (6)->relate: sign,standing beside,o (1) [0]->query: name [1]",n79078,stop sign,1,1,0,1,0,0,0,0,0,0,0,0,False,stop_sign,True,False,0.8664276599884033,0.9999998807907104,stop_sign,False
9398,201713567,"select: mug (1)->relate: bottle,near,s (2) [0]->choose color: blue|red [1]",n455563,blue,1,0,0,1,0,1,0,0,0,0,0,0,False,blue,True,False,0.8572092056274414,1.0000001192092896,blue,False
9400,201527833,"select: table (5)->relate: appliance,in front of,o (8) [0]->query: name [1]",n118102,stove,1,1,0,1,0,0,0,0,0,0,0,0,False,rice_cooker,False,False,0.7488517761230469,0.48227041959762573,stove,False
9401,201527832,"select: table (5)->relate: appliance,in front of,o (8) [0]->query: name [1]",n118102,stove,1,1,0,1,0,0,0,0,0,0,0,0,False,rice_cooker,False,False,0.7465207576751709,0.48227041959762573,stove,False
9402,201527830,"select: table (5)->relate: _,in front of,o (8) [0]->query: name [1]",n118102,stove,1,1,0,1,0,0,0,0,0,0,0,0,False,cake,False,False,2.3578779697418213,0.2525944113731384,stove,False
9404,20609361,"select: whipped cream (17)->relate: fruit,in front of,o (14) [0]->query: name [1]",n437064,strawberry,1,1,0,1,0,0,0,0,0,0,0,0,False,strawberry,True,False,0.7203948497772217,1.0000001192092896,strawberry,False
9406,20345133,"select: tennis ball (5)->relate: _,going into,s (6) [0]->query: name [1]",n560243,racket,1,1,0,1,0,0,0,0,0,0,0,0,False,racket,True,False,2.854435443878174,1.0000001192092896,racket,False
9407,20345134,"select: racket (6)->filter material: metal [0]->relate: _,going into,o (5) [1]->query: name [2]",n560243,tennis ball,1,1,1,1,0,0,0,0,0,0,0,0,False,tennis_ball,True,False,2.369267702102661,1.0000001192092896,tennis_ball,False
9409,20706000,"select: speaker (9)->relate: _,in front of,s (2) [0]->query: name [1]",n264887,keyboard,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,True,False,2.5606727600097656,1.000000238418579,keyboard,False
9411,20706005,"select: speaker (9)->relate: device,in front of,s (2) [0]->query: name [1]",n264887,keyboard,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,True,False,0.8206496238708496,1.000000238418579,keyboard,False
9413,20706007,"select: keyboard (2)->relate: device,in front of,o (9) [0]->query: name [1]",n264887,speaker,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.8333616256713867,0.3798195719718933,speaker,False
9414,20706006,"select: keyboard (2)->relate: device,in front of,o (9) [0]->query: name [1]",n264887,speaker,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.8062694072723389,0.3798195719718933,speaker,False
9417,201346736,"select: seat (6)->relate: _,on,o (3) [0]->query: name [1]",n131634,motorcycle,1,1,0,1,0,0,0,0,0,0,0,0,False,motorcycle,True,False,2.641296148300171,1.0,motorcycle,False
9419,201878405,"select: coat (16)->relate: person,worn around,o (2) [0]->relate: animal,sitting beside,s (0) [1]->query: name [2]",n342511,dog,1,1,0,2,0,0,0,0,0,0,0,0,False,dog,True,False,1.339606523513794,1.000000238418579,dog,False
9420,202125982,select: furniture (22)->filter: padded [0]->query: name [1],n573460,chairs,1,1,1,0,0,0,0,0,0,0,0,0,False,chair,True,False,0.349776029586792,1.000000238418579,chair,False
9423,201047512,select: clothing (5)->filter: not(typical) [0]->query: name [1],n234683,dress shirt,1,1,1,0,0,0,0,0,0,0,0,0,False,suit,False,False,0.35315847396850586,0.43696504831314087,dress_shirt,False
9427,201393738,select: chair (7)->filter size: small [0]->query: hposition [1],n305495,left,1,1,1,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3453867435455322,0.9999998807907104,left,False
9430,20954166,select: woman (4)->query: hposition [0],n498712,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.32748937606811523,1.0,right,False
9431,201832391,"select: lamp (0)->relate: furniture,sitting atop,o (2) [0]->query: name [1]",n432591,nightstand,1,1,0,1,0,0,0,0,0,0,0,0,False,nightstand,True,False,0.7288668155670166,1.0,nightstand,False
9433,201064997,"select: boy (4)->relate: fast food,eating,o (10) [0]->query: name [1]",n88933,hamburger,1,1,0,1,0,0,0,0,0,0,0,0,False,hamburger,True,False,0.8545613288879395,1.0,hamburger,False
9434,201822331,"select: toilet (8)->relate: _,in front of,s (4) [0]->query: name [1]",n417401,sink,1,1,0,1,0,0,0,0,0,0,0,0,False,seat,False,False,2.4963204860687256,0.25354480743408203,sink,False
9435,20299655,select: airplane (2)->query: size [0],n195925,large,1,1,0,0,0,0,0,0,0,0,0,0,False,huge,False,False,0.34569716453552246,0.8103317022323608,large,False
9436,201400148,select: furniture (5)->filter color: brown [0]->query: name [1],n344136,bookcase,1,1,1,0,0,0,0,0,0,0,0,0,False,couch,False,False,0.3713247776031494,0.4563443660736084,bookcase,False
9437,201822334,"select: sink (4)->relate: _,in front of,o (8) [0]->query: name [1]",n417401,toilet,1,1,0,1,0,0,0,0,0,0,0,0,False,sink,False,False,2.3321855068206787,0.5013630390167236,toilet,False
9439,20299651,select: airplane (2)->choose hposition: right|left [0],n195925,right,1,0,0,0,0,1,0,0,0,0,0,0,False,right,True,False,0.3293876647949219,1.0,right,False
9441,202173928,"select: bench (7)->relate: painting,above,s (10) [0]->query: color [1]",n398429,green,1,1,0,1,0,0,0,0,0,0,0,0,False,light_brown,False,False,0.8970358371734619,0.4011872410774231,green,False
9442,201936053,select: floor (9)->query: material [0],n500209,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,wood,True,False,0.33715319633483887,1.0,wood,False
9445,2058583,select: door (9)->choose: closed|open [0],n497658,closed,1,0,0,0,0,1,0,0,0,0,0,0,False,open,False,False,0.34032726287841797,0.6285825967788696,closed,True
9446,201669460,select: candle (33)->filter color: red [0]->choose vposition: top|bottom [1],n238266,top,1,0,1,0,0,1,0,0,0,0,0,0,False,bottom,False,False,0.37334418296813965,0.6717700958251953,top,True
9447,20866406,select: shirt (4)->filter color: white [0]->choose: sleeveless|long sleeved [1],n579256,sleeveless,1,0,1,0,0,1,0,0,0,0,0,0,False,sleeveless,True,False,0.33764147758483887,1.0000001192092896,sleeveless,False
9450,20120401,select: bat (6)->choose color: gray|red [0],n117888,gray,1,0,0,0,0,1,0,0,0,0,0,0,False,red,False,False,0.3424651622772217,0.657332718372345,gray,False
9452,20162282,"select: shirt (19)->relate: person,wearing,s (1) [0]->query: name [1]",n202379,boy,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.7644655704498291,0.30682194232940674,boy,False
9453,20317027,"select: toaster (4)->filter: electric [0]->relate: furniture,below,s (24) [1]->query: name [2]",n350766,drawer,1,1,1,1,0,0,0,0,0,0,0,0,False,cabinet,False,False,0.9350740909576416,0.6780738830566406,drawer,False
9459,20385644,select: device (4)->filter: on [0]->query: name [1],n90294,laptop,1,1,1,0,0,0,0,0,0,0,0,0,False,calculator,False,False,0.35076355934143066,0.34057924151420593,laptop,False
9460,201756551,select: animal (1)->filter size: small [0]->query: name [1],n567860,kitten,1,1,1,0,0,0,0,0,0,0,0,0,False,cat,False,False,0.3647279739379883,0.796454906463623,kitten,False
9463,202225820,"select: table (2)->relate: napkin,on top of,s (3) [0]->relate: vegetable,to the left of,s (11) [1]->query: name [2]",n336443,carrots,1,1,0,2,0,0,0,0,0,0,0,0,False,carrot,True,False,1.5136244297027588,1.0,carrot,False
9465,202036663,"select: cheese (9)->relate: vegetable,to the right of,s (10) [0]->query: name [1]",n200225,spinach,1,1,0,1,0,0,0,0,0,0,0,0,False,olive,False,False,0.9342441558837891,0.36294037103652954,spinach,False
9467,20385648,select: device (6)->filter: not(on) [0]->choose name: laptop|keyboard [1],n90294,keyboard,1,0,1,0,0,1,0,0,0,0,0,0,False,keyboard,True,False,0.351581335067749,1.000000238418579,keyboard,False
9468,201903007,"select: computer mouse (9)->relate: device,sitting next to,s (8) [0]->query: name [1]",n435808,keyboard,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,True,False,0.8803060054779053,1.000000238418579,keyboard,False
9469,20883295,"select: boy (2)->relate: shirt,wearing,o (8) [0]->query: color [1]",n159284,gray,1,1,0,1,0,0,0,0,0,0,0,0,False,blue,False,False,0.7233505249023438,0.6732322573661804,gray,False
9470,20162138,"select: boy (0)->relate: shoes,wearing,o (13) [0]->query: cleanliness [1]",n202379,dirty,1,1,0,1,0,0,0,0,0,0,0,0,False,dirty,True,False,0.7769937515258789,1.000000238418579,dirty,False
9471,201455942,"select: sign (3)->relate: place,on,o (4) [0]->query: name [1]",n413761,road,1,1,0,1,0,0,0,0,0,0,0,0,False,cemetery,False,False,0.766531229019165,0.3795257806777954,road,False
9472,20982337,"select: glasses (7)->filter size: not(large) [0]->choose rel: man,to the right of|to the left of,s (1) [1]",n52544,right,1,0,1,0,0,1,0,0,0,0,0,0,False,to_the_left_of,False,False,0.8620951175689697,0.2835211753845215,right,False
9473,201623842,"select: stove (6)->filter vposition: middle [0]->relate: furniture,below,s (5) [1]->query: name [2]",n501609,cabinets,1,1,1,1,0,0,0,0,0,0,0,0,False,cabinet,True,False,0.9016954898834229,0.9999998807907104,cabinet,False
9474,202244355,"select: beans (1)->relate: food,to the left of,s (5) [0]->query: name [1]",n296467,dip,1,1,0,1,0,0,0,0,0,0,0,0,False,carrot,False,False,0.9574174880981445,0.22256118059158325,dip,False
9476,201479321,"select: cup (2)->relate: fruit,behind,o (1) [0]->query: name [1]",n181210,orange,1,1,0,1,0,0,0,0,0,0,0,0,False,tangerine,False,False,0.7370195388793945,0.53997802734375,orange,False
9477,201479320,"select: cup (2)->relate: fruit,behind,o (1) [0]->query: name [1]",n181210,orange,1,1,0,1,0,0,0,0,0,0,0,0,False,tangerine,False,False,0.7329320907592773,0.53997802734375,orange,False
9479,20308996,"select: counter (26)->relate: knife block,on,s (20) [0]->query: color [1]",n278312,light brown,1,1,0,1,0,0,0,0,0,0,0,0,False,dark_blue,False,False,0.8734080791473389,0.8047708868980408,light_brown,False
9482,202006676,"select: shelves (15)->relate: furniture,to the left of,s (0) [0]->query: name [1]",n97485,table,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.8269178867340088,0.7102208137512207,table,False
9484,20480402,"select: lamp (12)->relate: animal,to the left of,s (3) [0]->choose color: orange|black [1]",n520071,orange,1,0,0,1,0,1,0,0,0,0,0,0,False,orange,True,False,0.9247353076934814,1.0,orange,False
9485,20837017,select: umbrella (19)->query: hposition [0],n507959,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.33028626441955566,0.9999998807907104,left,False
9486,201047489,select: clothing (5)->filter color: not(black) [0]->query: name [1],n234683,dress shirt,1,1,1,0,0,0,0,0,0,0,0,0,False,suit,False,False,0.37749457359313965,0.43696504831314087,dress_shirt,False
9487,20978723,"select: man (7)->relate: _,standing beside,o (0) [0]->query: name [1]",n551964,motorcycle,1,1,0,1,0,0,0,0,0,0,0,0,False,belt,False,False,2.4847798347473145,0.25991129875183105,motorcycle,False
9488,201663012,"select: oven (0)->relate: floor,in front of,s (11) [0]->choose cleanliness: clean|dirty [1]",n35676,clean,1,0,0,1,0,1,0,0,0,0,0,0,False,clean,True,False,0.8840672969818115,1.0,clean,False
9489,201047488,select: clothing (5)->filter color: not(black) [0]->query: name [1],n234683,dress shirt,1,1,1,0,0,0,0,0,0,0,0,0,False,suit,False,False,0.37915754318237305,0.43696504831314087,dress_shirt,False
9492,20978725,"select: man (7)->relate: _,standing beside,o (0) [0]->query: name [1]",n551964,motorcycle,1,1,0,1,0,0,0,0,0,0,0,0,False,belt,False,False,2.4880917072296143,0.25991129875183105,motorcycle,False
9493,202125985,select: furniture (22)->filter: folding [0]->query: name [1],n573460,chairs,1,1,1,0,0,0,0,0,0,0,0,0,False,chair,True,False,0.352858304977417,1.000000238418579,chair,False
9494,201663018,"select: floor (11)->relate: appliance,in front of,o (2) [0]->query: name [1]",n35676,dishwasher,1,1,0,1,0,0,0,0,0,0,0,0,False,gas_stove,False,False,0.8396918773651123,0.26054587960243225,dishwasher,False
9495,20679175,select: sky (12)->filter weather: cloudy [0]->query: color [1],n493357,gray,1,1,1,0,0,0,0,0,0,0,0,0,False,green,False,False,0.37880921363830566,0.6639617681503296,gray,False
9498,20434687,"select: boy (1)->select: man (2) ->choose older:  [0, 1]",n431447,man,2,0,0,0,0,1,0,0,0,0,0,0,False,man,True,False,0.6741728782653809,1.0000001192092896,man,False
9499,20618836,select: person (0)->filter pose: sitting [0]->query: name [1],n126087,people,1,1,1,0,0,0,0,0,0,0,0,0,False,couple,False,False,0.37023448944091797,0.41272544860839844,person,False
9500,201030460,"select: wall (16)->relate: furniture,in front of,s (17) [0]->query: name [1]",n54424,couch,1,1,0,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,0.6872167587280273,0.0,couch,False
9502,20412536,"select: person (6)->filter pose: pointing [0]->relate: _,pointing at,o (11) [1]->query: name [2]",n445353,table,1,1,1,1,0,0,0,0,0,0,0,0,False,carpet,False,False,3.1089844703674316,0.25044170022010803,table,False
9503,20412531,"select: person (7)->relate: person,to the left of,s (6) [0]->query: pose [1]",n445353,pointing,1,1,0,1,0,0,0,0,0,0,0,0,False,sitting,False,False,0.41515278816223145,0.30097174644470215,pointing,False
9505,201175666,select: this (8)->choose name: mirror|bed [0],n357784,mirror,1,0,0,0,0,1,0,0,0,0,0,0,False,bed,False,False,0.3267028331756592,0.20440569519996643,mirror,False
9508,201509849,select: pots (2)->query: cleanliness [0],n62458,dirty,1,1,0,0,0,0,0,0,0,0,0,0,False,tinted,False,False,0.34497761726379395,0.3819847106933594,dirty,False
9509,2046274,"select: boy (3)->relate: man,to the left of,s (1) [0]->relate: furniture,leaning on,o (5) [1]->choose name: table|bookcase [2]",n71728,table,1,0,0,2,0,1,0,0,0,0,0,0,False,bookcase,False,False,1.3973770141601562,0.3736867606639862,table,False
9511,201887200,"select: cauliflower (18)->relate: _,on,o (12) [0]->query: name [1]",n429961,table,1,1,0,1,0,0,0,0,0,0,0,0,False,basket,False,False,2.0908637046813965,0.32261234521865845,table,False
9512,20136573,"select: pants (3)->relate: person,wearing,s (0) [0]->query: name [1]",n446242,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,lady,False,False,0.7741043567657471,0.7184158563613892,woman,False
9513,20136574,"select: pants (3)->relate: person,wearing,s (0) [0]->query: name [1]",n446242,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,lady,False,False,0.7718966007232666,0.7184158563613892,woman,False
9515,201887207,"select: cabbage (22)->filter color: purple [0]->relate: vegetable,to the left of,s (18) [1]->query: name [2]",n429961,cauliflower,1,1,1,1,0,0,0,0,0,0,0,0,False,cabbage,False,False,0.882291316986084,0.6115121245384216,cauliflower,False
9517,201439399,select: person (11)->filter pose: sitting [0]->query: name [1],n199286,girl,1,1,1,0,0,0,0,0,0,0,0,0,False,chef,False,False,0.3470492362976074,0.2541622519493103,girl,False
9518,201077064,"select: countertop (7)->relate: _,mounted to,s (0) [0]->query: name [1]",n503626,sink,1,1,0,1,0,0,0,0,0,0,0,0,False,drain,False,False,2.7375025749206543,0.6687293648719788,sink,False
9519,2097650,select: monitor (1)->query: hposition [0],n513429,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.32918596267700195,1.0,right,False
9520,201077061,"select: countertop (7)->relate: sink,mounted to,s (0) [0]->query: color [1]",n503626,white,1,1,0,1,0,0,0,0,0,0,0,0,False,gray,False,False,0.8399744033813477,0.6246989965438843,white,False
9522,20783366,"select: man (10)->relate: device,reading,o (1) [0]->relate: _,on top of,s (4) [1]->query: name [2]",n355339,keyboard,1,1,0,2,0,0,0,0,0,0,0,0,False,cell_phone,False,False,4.844444513320923,0.34883904457092285,keyboard,False
9523,20911333,select: traffic light (6)->choose vposition: bottom|top [0],n217003,bottom,1,0,0,0,0,1,0,0,0,0,0,0,False,top,False,False,0.33350443840026855,0.6717700958251953,bottom,True
9525,201492444,"select: tree (28)->relate: fence,behind,s (29) [0]->query: color [1]",n9856,black,1,1,0,1,0,0,0,0,0,0,0,0,False,yellow,False,False,0.8857848644256592,0.6762335300445557,black,False
9526,201889339,"select: skier (0)->relate: _,riding,o (2) [0]->query: name [1]",n88366,mountain side,1,1,0,1,0,0,0,0,0,0,0,0,False,goggles,False,False,2.5001649856567383,0.22086301445960999,mountain_side,False
9527,201974829,"select: hat (6)->relate: person,wearing,s (18) [0]->query: name [1]",n274905,player,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7227160930633545,0.3702917993068695,player,False
9529,20262756,select: kite (4)->query: size [0],n172618,small,1,1,0,0,0,0,0,0,0,0,0,0,False,large,False,False,0.33313632011413574,0.5980595946311951,small,True
9530,201889330,"select: jacket (5)->relate: person,wearing,s (0) [0]->query: name [1]",n88366,skier,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.8151156902313232,0.32952794432640076,skier,False
9531,202081047,"select: outlet (1)->relate: _,in front of,s (0) [0]->query: name [1]",n314630,house,1,1,0,1,0,0,0,0,0,0,0,0,False,light_switch,False,False,2.1972365379333496,0.18309833109378815,house,False
9532,202081043,"select: countertop (11)->relate: _,on top of,s (0) [0]->query: name [1]",n314630,house,1,1,0,1,0,0,0,0,0,0,0,0,False,light_switch,False,False,2.2643089294433594,0.18309833109378815,house,False
9534,20482512,"select: woman (6)->relate: _,holding,o (4) [0]->query: name [1]",n195249,racket,1,1,0,1,0,0,0,0,0,0,0,0,False,racket,True,False,2.1135947704315186,1.0000001192092896,racket,False
9535,20403393,select: lamp (0)->filter color: white [0]->query: hposition [1],n249639,left,1,1,1,0,0,0,0,0,0,0,0,0,False,middle,False,False,0.36992359161376953,0.3052380084991455,left,False
